#FILE	NUM_FOUND	AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Ii	ANT(4')-Ib	APH(3')-IIIa	ErmA	ErmC	ErmT	PC1_beta-lactamase_(blaZ)	SAT-4	Staphylococcus_aureus_FosB	Staphylococcus_aureus_norA	Staphylococcys_aureus_LmrS	aad(6)	arlR	arlS	dfrC	dfrG	efmA	fexA	fusB	fusC	lnuA	lsaE	mecA	mecI	mecR1	mepA	mepR	mgrA	mphC	msrA	msrC	mupA	tet(38)	tet(K)	tet(L)	tetM
/cluster/scratch/jkamer/Data/Blasted/A97336_2_card.txt	10	.	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97337_2_card.txt	10	.	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97338_2_card.txt	14	.	.	.	.	100	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97339_2_card.txt	10	.	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100.00;100.00	100.00;100.00	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97340_2_card.txt	13	.	.	.	100	.	.	.	100	100	100	100	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97341_2_card.txt	14	100	.	.	.	.	.	.	100	.	100	100	100	.	100	100	100	100	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97342_2_card.txt	11	.	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	100	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97343_2_card.txt	13	.	.	100	100	.	.	.	100	.	.	100	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97344_2_card.txt	11	.	.	.	.	.	100	.	.	.	99.76	100	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97345_2_card.txt	13	100	.	.	.	.	100	.	100	.	.	99.91	99.93	.	100	100	100	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97346_2_card.txt	14	.	.	.	.	100	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97347_2_card.txt	14	.	.	.	.	100	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97348_2_card.txt	10	100	.	.	.	.	.	.	.	.	.	100	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97349_2_card.txt	12	.	.	.	.	.	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	100	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97350_2_card.txt	15	100	.	.	.	.	100	.	100	.	100	100	100	.	.	100	100	.	.	100	.	100	.	.	100	.	.	.	100	100	.	.	.	.	100	.	.	100
/cluster/scratch/jkamer/Data/Blasted/A97351_2_card.txt	15	100	.	.	.	.	100	.	100	.	100	100	100	.	100	100	100	100	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97352_2_card.txt	10	.	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97353_2_card.txt	12	100	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	100	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97354_2_card.txt	11	.	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	100	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97355_2_card.txt	4	.	.	.	.	100	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	94.29;100.00	.	.	.	.	.	.	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97356_2_card.txt	15	.	.	.	100	.	.	.	100	100	.	100	100	100	100	100	.	.	.	.	100	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97357_2_card.txt	13	.	.	.	.	.	.	.	100	.	.	99.91	100	.	100	100	.	100	.	.	.	.	.	100	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97358_2_card.txt	10	.	.	.	.	.	.	.	100	.	.	100	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97359_2_card.txt	14	.	.	.	.	.	.	.	100	.	100	100	100	.	100	100	.	.	.	100	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	100
/cluster/scratch/jkamer/Data/Blasted/A97360_2_card.txt	16	.	.	.	.	100	100	.	100	.	100	99.91	91.61;91.61	.	100	100	100	.	.	.	100	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97361_2_card.txt	13	.	.	.	.	100	.	.	100	.	100	99.91	100	.	100	.	.	100	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97362_2_card.txt	12	100	.	.	.	.	.	.	100	.	.	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97363_2_card.txt	12	.	.	.	.	.	.	.	100	.	100	100	100	.	100	100	.	100	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97364_2_card.txt	12	.	.	.	.	.	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97365_2_card.txt	13	100	.	.	.	.	100	.	100	.	.	99.91	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97366_2_card.txt	14	100	.	.	.	.	100	.	100	.	100	99.91	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97369_1_card.txt	11	.	.	.	.	.	.	.	100	.	.	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97370_1_card.txt	13	.	.	.	.	100	.	.	.	.	100	100	100	.	100	100	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97372_1_card.txt	12	100	.	.	.	.	.	.	100	.	100	99.91	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97373_1_card.txt	11	.	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	.	.	.	.	.	.	100	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97374_1_card.txt	16	100	.	.	100	.	100	.	100	100	.	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	.	100	.
/cluster/scratch/jkamer/Data/Blasted/A97375_1_card.txt	12	.	.	.	.	.	100	.	100	.	.	99.91	100	.	100	100	.	.	.	.	.	.	100	.	.	.	.	100	100	100	.	.	.	.	100	87.83	.	.
/cluster/scratch/jkamer/Data/Blasted/A97376_1_card.txt	12	100	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	100	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97377_1_card.txt	16	.	.	100	.	.	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	100	100	.	100	.	.	100	100	100	.	.	.	99.97	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97378_1_card.txt	11	.	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97379_1_card.txt	16	.	.	100	.	.	.	.	100	.	99.76	100	100	.	100	100	.	.	.	.	.	.	100	.	100	.	.	100	100	100	100	100	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97380_1_card.txt	16	100	.	.	100	.	.	.	100	100	.	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	100	100	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97381_1_card.txt	11	.	.	.	.	.	.	.	100	.	.	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97383_1_card.txt	11	.	.	.	.	.	.	.	100	.	.	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97384_1_card.txt	12	.	.	.	.	.	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97385_1_card.txt	13	100	.	.	.	.	.	.	100	.	.	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97386_1_card.txt	13	100	.	.	.	.	100	.	100	.	.	99.91	99.93	.	100	100	100	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97387_1_card.txt	14	.	.	.	100	.	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	100	100	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97388_1_card.txt	12	.	.	.	.	.	88.71	.	100	.	100	100	100	.	100	100	.	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97389_1_card.txt	12	100	.	.	.	.	.	.	100	.	.	99.91	99.93	.	100	100	100	.	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97390_1_card.txt	6	100	.	.	.	.	100	.	.	.	.	.	.	.	100	.	100	100	.	.	.	97.65	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97391_1_card.txt	13	100	.	.	.	.	.	.	100	.	100	100	100	.	100	100	.	.	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97392_1_card.txt	6	100	.	.	.	.	81.63	.	.	.	82.62;82.62	.	.	.	.	.	100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97393_1_card.txt	15	100	.	.	.	.	.	.	100	.	100	100	100	.	100	100	100	100	.	.	.	.	.	.	100	.	.	100	100	100	.	.	.	.	100	100	.	.
/cluster/scratch/jkamer/Data/Blasted/A97394_1_card.txt	9	100	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	100	.	.	.	100	.	.	100	.	.	100	100	100	.	.	.	.	.	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97395_1_card.txt	16	.	.	.	100	.	.	.	100	100	100	99.91	100	.	100	100	.	100	.	.	.	.	.	.	100	.	.	100	100	100	100	100	.	.	100	.	.	.
/cluster/scratch/jkamer/Data/Blasted/A97396_1_card.txt	17	.	.	100	100	.	.	.	100	100	.	99.91	100	.	100	100	100	.	.	.	.	.	.	.	100	.	.	100	100	100	100	100	.	.	100	100	.	.
