#FILE	NUM_FOUND	acm	adsA	aur	cap8A	cap8B	cap8C	cap8D	cap8E	cap8F	cap8G	cap8H	cap8I	cap8J	cap8K	cap8L	cap8M	cap8N	cap8O	cap8P	chp	cna	coa	ebp	esaA	esaB	esaC	essA	essB	essC	esxA	esxB	eta	etb	fnbA	fnbB	geh	hlb	hld	hlgA	hlgB	hlgC	hly/hla	hysA	icaA	icaB	icaC	icaD	icaR	isdA	isdB	isdC	isdD	isdE	isdF	isdG	lip	lukF-PV	lukS-PV	map	sak	sbi	scm	scn	sdrD	sdrE	sea	seb	sec	sed	seh	selk	sell	selq	sgrA	spa	srtB	sspA	sspB	sspC	tsst-1	vWbp
/cluster/scratch/jkamer/Data/Blasted/A97286_2_vfdb.txt	52	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	96.53	99.38	100.00	100.00	.	100.00	100.00	.	100.00	.	.	.	.	.	100.00	82.98	100.00	99.89	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	.	.	99.60	100.00	97.11	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	96.04	100.00	100.00	99.86	.
/cluster/scratch/jkamer/Data/Blasted/A97287_2_vfdb.txt	35	.	.	.	100.00	.	.	.	88.05	.	.	100.00	100.00	100.00	100.00	.	100.00	.	82.74	.	100.00	.	.	.	.	100.00	83.21	84.31	.	.	86.39	.	.	.	.	.	.	80.46	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	84.88	.	84.87;100.00	100.00	.	100.00	.	.	100.00	.	.	99.35	.	.	100.00	.	100.00	.	100.00	100.00	.	.	.	.	100.00	.	86.38
/cluster/scratch/jkamer/Data/Blasted/A97288_2_vfdb.txt	61	.	.	100.00	100.00	100.00	100.00	100.00	88.05	100.00	85.33	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	.	.	.	.	.	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.98;100.00	100.00	.	100.00	99.77	.	100.00	82.57	.	99.35	.	.	100.00	.	100.00	.	100.00	.	.	100.00	95.93	100.00	100.00	.	100.00
/cluster/scratch/jkamer/Data/Blasted/A97289_2_vfdb.txt	46	.	.	.	100.00	100.00	100.00	.	100.00	.	.	100.00	100.00	100.00	100.00	.	100.00	80.74	.	.	100.00	.	.	100.00	81.16	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	.	82.98	100.00	100.00	100.00	.	100.00	98.73	.	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	86.20;100.00	100.00	.	100.00	99.77	.	100.00	81.82	.	99.35	.	.	100.00	100.00	100.00	.	100.00	.	.	100.00	95.93	.	100.00	.	86.38
/cluster/scratch/jkamer/Data/Blasted/A97291_2_vfdb.txt	43	.	.	.	100.00	88.65	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	91.10	.	90.58	100.00	.	.	100.00	.	.	100.00;100.00	100.00	.	.	100.00	.	.	.	.	.	.	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	.	100.00	.	81.79	100.00	95.17	.	.	100.00	86.80	100.00	100.00	.	100.00	.	.	100.00	.	.	99.35	.	.	100.00	.	.	.	.	.	.	100.00	95.93	.	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97292_2_vfdb.txt	62	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	97.42	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.69	100.00	100.00	100.00	100.00	100.00	100.00	98.98;100.00;98.98	100.00	.	100.00	97.11	.	100.00	85.31	.	99.35	.	.	.	.	.	.	.	100.00	.	100.00	95.93	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97293_2_vfdb.txt	65	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.69	100.00	100.00	100.00	100.00	100.00	100.00	98.98;100.00	100.00	81.25	100.00	97.11	.	100.00	.	84.15	99.35	.	.	100.00	.	100.00	.	100.00	.	.	100.00	95.93;95.93	100.00;100.00	100.00;100.00	.	86.38
/cluster/scratch/jkamer/Data/Blasted/A97294_2_vfdb.txt	61	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	99.88	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	99.60	100.00	100.00	.	100.00	80.22	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	99.61
/cluster/scratch/jkamer/Data/Blasted/A97295_2_vfdb.txt	61	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	99.88	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	87.07	100.00	100.00	.	100.00	84.82	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	99.61
/cluster/scratch/jkamer/Data/Blasted/A97296_2_vfdb.txt	52	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	99.95	82.98	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	98.06	100.00	99.92	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97297_2_vfdb.txt	60	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	99.88	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	99.60	100.00	100.00	.	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	99.61
/cluster/scratch/jkamer/Data/Blasted/A97298_2_vfdb.txt	60	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	99.88	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	80.91	100.00	100.00	.	100.00	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	99.61
/cluster/scratch/jkamer/Data/Blasted/A97299_2_vfdb.txt	58	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	99.95	82.98	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	86.20	.	83.93	100.00	100.00	.	100.00	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	99.61
/cluster/scratch/jkamer/Data/Blasted/A97300_2_vfdb.txt	20	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	96.30;96.30	89.82	100.00	.	.	86.39	.	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	87.63	100.00	100.00	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	80.68	.	.	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97301_2_vfdb.txt	52	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	99.95	82.98	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	98.06	100.00	99.92	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97302_2_vfdb.txt	54	.	99.48	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	93.69	99.79	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	99.80	100.00	100.00	100.00	100.00	100.00	98.04	100.00	100.00	100.00	100.00	100.00	100.00	99.38	99.56	100.00	100.00	100.00	100.00	100.00	100.00;98.77	100.00	.	100.00	97.11	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97303_2_vfdb.txt	60	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	98.58	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.53	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00;98.98	100.00	100.00	100.00	99.77	.	100.00	.	.	.	.	.	100.00	.	100.00	.	100.00	.	.	100.00	100.00	100.00	100.00	.	100.00
/cluster/scratch/jkamer/Data/Blasted/A97305_2_vfdb.txt	55	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	80.91	100.00	99.77	.	100.00	.	84.47	99.74	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97306_2_vfdb.txt	40	.	.	93.07;93.07	.	100.00;100.00	90.98	100.00	97.57	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	100.00	100.00	80.37;80.37	.	100.00	100.00	.	.	.	.	.	81.27	100.00	100.00	.	100.00;100.00	83.96;83.96	.	100.00	100.00	100.00	100.00	100.00	92.78	99.85	100.00	100.00	100.00	100.00	100.00	.	98.98	.	.	100.00	.	.	100.00	.	.	99.74	.	.	.	.	.	.	.	.	.	100.00	.	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97307_2_vfdb.txt	57	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	89.75	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	.	100.00
/cluster/scratch/jkamer/Data/Blasted/A97308_2_vfdb.txt	54	.	100.00	100.00	99.81	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	88.07	99.38	99.97	100.00	.	100.00	100.00	.	100.00	.	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	.	.	99.60	100.00	97.11	.	100.00	82.96	.	.	.	100.00	.	.	.	100.00	.	.	.	100.00	96.04	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97309_2_vfdb.txt	58	.	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	82.07	100.00	100.00	99.90	100.00	100.00	98.69;97.88	100.00	100.00	100.00	99.67	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.15	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	96.04	100.00	100.00	.	98.30
/cluster/scratch/jkamer/Data/Blasted/A97310_2_vfdb.txt	52	.	100.00	100.00	99.81	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	88.07	99.38	100.00	100.00	.	100.00	100.00	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	.	.	99.60	.	97.11	.	.	.	.	.	.	.	92.79	100.00	.	.	.	.	.	100.00	96.04	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97311_2_vfdb.txt	53	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	98.32	99.38	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.89	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	.	.	99.60	.	97.11	.	90.31	.	.	99.35	.	.	.	.	.	.	.	.	.	100.00	96.04	100.00	100.00	100.00	.
/cluster/scratch/jkamer/Data/Blasted/A97312_2_vfdb.txt	57	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00;98.98	100.00	80.91	100.00	99.77	.	100.00	.	83.57	99.35	.	.	100.00	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97313_2_vfdb.txt	56	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	99.89	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	80.91	100.00	99.77	.	100.00	.	84.47	99.74	.	.	100.00	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97314_2_vfdb.txt	58	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.53	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.98;98.98;100.00	100.00	100.00	100.00	99.77	.	100.00	.	80.76	99.35	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	100.00
/cluster/scratch/jkamer/Data/Blasted/A97315_2_vfdb.txt	57	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	93.20	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	80.91	100.00	99.77	.	100.00	.	84.47	99.74	.	.	99.87	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.
/cluster/scratch/jkamer/Data/Blasted/A97316_2_vfdb.txt	60	.	100.00	100.00;93.07	100.00	100.00;100.00	100.00;100.00	100.00;100.00	100.00;100.00	100.00;100.00	100.00;100.00	.	.	.	.	100.00;100.00	100.00;100.00	100.00;100.00	100.00;100.00	100.00;100.00	100.00	.	88.07;88.07	99.38	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00;100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.98;94.58	100.00	99.60	100.00	97.11	.	100.00	.	.	90.44	.	100.00	98.97	.	.	99.86	.	.	.	100.00	96.04	100.00	100.00	.	100.00
/cluster/scratch/jkamer/Data/Blasted/A97317_2_vfdb.txt	58	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	98.58	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.53	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	100.00	100.00	99.77	.	100.00	.	80.74	99.74	.	.	99.87	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	100.00
/cluster/scratch/jkamer/Data/Blasted/A97318_2_vfdb.txt	60	.	100.00	93.07;100.00	100.00	100.00;100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	88.07	99.38;99.38	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00;100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	99.94;99.60	100.00	97.11	.	100.00	.	83.22	99.74	.	100.00;100.00	.	.	.	99.86;99.86	.	.	100.00	100.00	96.04;96.04	100.00;100.00	100.00;100.00	100.00	100.00
/cluster/scratch/jkamer/Data/Blasted/A97319_2_vfdb.txt	55	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	82.98	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.98	.	80.91	100.00	99.77	.	100.00	.	83.10	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.
